Imagem,Tipo,Numero,x,y,w,h,area,perimetro,aspect ratio,extent,solidity 
18.tif,NC,NC4832,383,334,6,6,16.5,15.899494767189026,1.0,0.4583333333333333,0.9428571428571428
18.tif,C,C748,614,332,17,26,243.5,69.35533833503723,0.6538461538461539,0.5509049773755657,0.8758992805755396
18.tif,NC,NC4833,91,332,6,6,19.0,16.485281229019165,1.0,0.5277777777777778,0.9743589743589743
18.tif,NC,NC4834,561,331,6,4,11.5,14.242640614509583,1.5,0.4791666666666667,0.92
18.tif,NC,NC4835,446,331,7,5,18.5,19.071067690849304,1.4,0.5285714285714286,0.8809523809523809
18.tif,NC,NC4836,510,330,9,14,64.5,35.55634891986847,0.6428571428571429,0.5119047619047619,0.9347826086956522
18.tif,C,C749,479,328,22,23,247.0,68.42640566825867,0.9565217391304348,0.4881422924901186,0.8933092224231465
18.tif,NC,NC4837,862,326,2,2,0.5,3.414213538169861,1.0,0.125,1.0
18.tif,NC,NC4838,521,326,9,7,36.0,24.485281109809875,1.2857142857142858,0.5714285714285714,0.9473684210526315
18.tif,NC,NC4839,407,326,12,7,22.5,30.3847758769989,1.7142857142857142,0.26785714285714285,0.7142857142857143
18.tif,C,C750,646,324,22,36,400.0,99.25483345985413,0.6111111111111112,0.5050505050505051,0.8113590263691683
18.tif,NC,NC4840,606,322,7,9,28.5,22.727921843528748,0.7777777777777778,0.4523809523809524,0.9047619047619048
18.tif,NC,NC4841,458,322,5,9,18.0,20.485281229019165,0.5555555555555556,0.4,0.8372093023255814
18.tif,NC,NC4842,791,320,5,5,12.5,13.071067690849304,1.0,0.5,1.0
18.tif,NC,NC4843,888,319,6,6,19.5,17.071067690849304,1.0,0.5416666666666666,0.9512195121951219
18.tif,NC,NC4844,449,319,2,4,2.5,7.414213538169861,0.5,0.3125,1.0
18.tif,NC,NC4845,660,318,6,7,19.5,17.899494767189026,0.8571428571428571,0.4642857142857143,0.9285714285714286
18.tif,NC,NC4846,629,318,5,9,18.5,19.899494767189026,0.5555555555555556,0.4111111111111111,0.8409090909090909
18.tif,C,C751,527,318,27,41,470.5,112.32590055465698,0.6585365853658537,0.42502258355916894,0.7822111388196176
18.tif,NC,NC4847,505,318,3,2,1.5,5.414213538169861,1.5,0.25,1.0
18.tif,NC,NC4848,84,318,6,6,20.0,16.485281229019165,1.0,0.5555555555555556,1.0
18.tif,NC,NC4849,750,317,9,9,43.0,26.14213514328003,1.0,0.5308641975308642,0.9555555555555556
18.tif,NC,NC4850,615,317,9,7,36.5,23.899494767189026,1.2857142857142858,0.5793650793650794,0.948051948051948
18.tif,C,C752,578,317,16,18,161.0,53.455843567848206,0.8888888888888888,0.5590277777777778,0.9044943820224719
18.tif,NC,NC4851,492,317,6,5,11.5,15.071067690849304,1.2,0.38333333333333336,0.8214285714285714
18.tif,NC,NC4852,433,317,9,11,55.0,30.14213538169861,0.8181818181818182,0.5555555555555556,0.9482758620689655
18.tif,NC,NC4853,387,317,7,8,23.0,22.485281229019165,0.875,0.4107142857142857,0.8363636363636363
18.tif,C,C753,469,315,16,21,190.0,58.28427052497864,0.7619047619047619,0.5654761904761905,0.926829268292683
18.tif,NC,NC4854,407,314,7,7,23.5,19.899494767189026,1.0,0.47959183673469385,0.9038461538461539
18.tif,NC,NC4855,559,313,5,5,13.5,14.242640614509583,1.0,0.54,0.9642857142857143
18.tif,C,C754,674,312,41,38,631.0,157.19595730304718,1.0789473684210527,0.4050064184852375,0.6481766820749871
18.tif,NC,NC4856,47,312,4,4,5.5,10.242640614509583,1.0,0.34375,0.8461538461538461
18.tif,NC,NC4857,162,311,6,7,24.0,18.485281229019165,0.8571428571428571,0.5714285714285714,0.9795918367346939
18.tif,NC,NC4858,647,310,8,6,22.5,19.899494767189026,1.3333333333333333,0.46875,0.8823529411764706
18.tif,NC,NC4859,251,310,3,5,5.0,9.656854152679443,0.6,0.3333333333333333,0.9090909090909091
18.tif,NC,NC4860,116,309,7,8,32.5,21.899494767189026,0.875,0.5803571428571429,0.9558823529411765
18.tif,NC,NC4861,585,306,5,3,4.0,9.656854152679443,1.6666666666666667,0.26666666666666666,0.8888888888888888
18.tif,NC,NC4862,532,306,8,7,26.5,20.727921843528748,1.1428571428571428,0.4732142857142857,0.9137931034482759
18.tif,NC,NC4863,328,306,5,5,10.5,13.071067571640015,1.0,0.42,1.0
18.tif,NC,NC4864,750,303,7,8,25.0,21.313708305358887,0.875,0.44642857142857145,0.8928571428571429
18.tif,C,C755,704,303,11,12,55.5,35.21320283412933,0.9166666666666666,0.42045454545454547,0.8222222222222222
18.tif,NC,NC4865,575,303,5,5,11.0,13.656854152679443,1.0,0.44,0.9166666666666666
18.tif,NC,NC4866,426,302,8,9,40.0,24.14213526248932,0.8888888888888888,0.5555555555555556,0.975609756097561
18.tif,NC,NC4867,469,301,5,5,12.0,13.656854152679443,1.0,0.48,0.9230769230769231
18.tif,NC,NC4868,459,301,6,12,35.0,26.14213514328003,0.5,0.4861111111111111,0.9090909090909091
18.tif,NC,NC4869,602,300,11,8,51.5,28.727921843528748,1.375,0.5852272727272727,0.9279279279279279
18.tif,NC,NC4870,493,300,11,14,85.5,38.3847758769989,0.7857142857142857,0.5551948051948052,0.9447513812154696
18.tif,NC,NC4871,446,300,7,11,44.5,26.727921843528748,0.6363636363636364,0.577922077922078,0.956989247311828
18.tif,NC,NC4872,561,297,8,10,37.5,25.55634880065918,0.8,0.46875,0.9375
18.tif,NC,NC4873,542,297,15,12,58.0,42.28427052497864,1.25,0.32222222222222224,0.6946107784431138
18.tif,NC,NC4874,929,296,7,6,25.5,19.071067690849304,1.1666666666666667,0.6071428571428571,0.9807692307692307
18.tif,NC,NC4875,207,293,5,9,14.5,21.899494767189026,0.5555555555555556,0.32222222222222224,0.6904761904761905
18.tif,NC,NC4876,591,292,8,8,27.0,23.313708305358887,1.0,0.421875,0.8571428571428571
18.tif,NC,NC4877,464,292,3,6,3.0,11.656854152679443,0.5,0.16666666666666666,0.6
18.tif,NC,NC4878,451,292,4,5,9.5,12.242640614509583,0.8,0.475,1.0
18.tif,NC,NC4879,115,290,8,9,35.0,24.14213538169861,0.8888888888888888,0.4861111111111111,0.9459459459459459
18.tif,NC,NC4880,575,289,8,9,38.5,24.727921843528748,0.8888888888888888,0.5347222222222222,0.9390243902439024
18.tif,NC,NC4881,506,289,5,10,24.0,21.313708186149597,0.5,0.48,0.9411764705882353
18.tif,NC,NC4882,156,288,6,6,16.0,15.313708186149597,1.0,0.4444444444444444,1.0
18.tif,NC,NC4883,818,287,7,7,20.5,18.727921724319458,1.0,0.41836734693877553,0.8913043478260869
18.tif,NC,NC4884,754,287,4,6,10.5,13.071067690849304,0.6666666666666666,0.4375,0.9545454545454546
18.tif,NC,NC4885,654,287,5,5,8.0,12.485281229019165,1.0,0.32,0.8421052631578947
18.tif,NC,NC4886,558,287,5,5,11.0,12.485281229019165,1.0,0.44,1.0
18.tif,NC,NC4887,517,287,10,24,96.0,59.11269772052765,0.4166666666666667,0.4,0.7137546468401487
18.tif,NC,NC4888,543,284,9,8,42.5,24.727921724319458,1.125,0.5902777777777778,0.9770114942528736
18.tif,C,C756,723,283,24,45,387.0,113.05382251739502,0.5333333333333333,0.35833333333333334,0.7709163346613546
18.tif,NC,NC4889,494,283,8,9,44.5,25.899494647979736,0.8888888888888888,0.6180555555555556,0.967391304347826
18.tif,NC,NC4890,340,283,2,4,0.5,7.414213538169861,0.5,0.0625,0.3333333333333333
18.tif,NC,NC4891,910,281,5,5,12.0,13.656854152679443,1.0,0.48,0.96
18.tif,C,C757,662,280,43,28,456.0,130.71067667007446,1.5357142857142858,0.3787375415282392,0.6141414141414141
18.tif,C,C758,474,279,11,16,124.0,43.79898929595947,0.6875,0.7045454545454546,0.9725490196078431
18.tif,NC,NC4892,451,277,5,6,16.5,15.071067690849304,0.8333333333333334,0.55,1.0
18.tif,NC,NC4893,554,276,4,5,9.0,11.656854152679443,0.8,0.45,1.0
18.tif,NC,NC4894,521,276,10,8,31.5,25.55634880065918,1.25,0.39375,0.863013698630137
18.tif,NC,NC4895,944,273,6,6,18.0,16.485281229019165,1.0,0.5,0.9473684210526315
18.tif,NC,NC4896,717,273,9,13,53.5,34.3847758769989,0.6923076923076923,0.45726495726495725,0.8294573643410853
18.tif,NC,NC4897,437,273,7,7,25.5,19.899494647979736,1.0,0.5204081632653061,0.9622641509433962
18.tif,NC,NC4898,538,272,8,6,21.0,20.14213538169861,1.3333333333333333,0.4375,0.9130434782608695
18.tif,NC,NC4899,507,271,9,12,43.5,31.55634880065918,0.75,0.4027777777777778,0.8365384615384616
18.tif,NC,NC4900,659,269,1,1,0.0,0.0,1.0,0.0,0
18.tif,NC,NC4901,659,267,1,1,0.0,0.0,1.0,0.0,0
18.tif,NC,NC4902,670,266,9,8,35.5,23.55634868144989,1.125,0.4930555555555556,0.9342105263157895
18.tif,C,C759,563,266,22,17,195.5,59.35533821582794,1.2941176470588236,0.5227272727272727,0.9093023255813953
18.tif,NC,NC4903,523,265,3,3,0.5,6.2426406145095825,1.0,0.05555555555555555,0.5
18.tif,NC,NC4904,449,265,4,5,10.5,12.242640614509583,0.8,0.525,1.0
18.tif,NC,NC4905,546,264,8,9,19.5,25.55634891986847,0.8888888888888888,0.2708333333333333,0.6724137931034483
18.tif,NC,NC4906,731,260,14,18,93.5,59.35533833503723,0.7777777777777778,0.37103174603174605,0.6051779935275081
18.tif,NC,NC4907,527,259,9,6,28.0,23.313708305358887,1.5,0.5185185185185185,0.8888888888888888
18.tif,NC,NC4908,585,258,4,4,5.5,10.242640614509583,1.0,0.34375,0.9166666666666666
18.tif,NC,NC4909,334,258,6,7,20.5,17.899494767189026,0.8571428571428571,0.4880952380952381,0.9318181818181818
18.tif,NC,NC4910,577,257,6,4,6.5,13.071067690849304,1.5,0.2708333333333333,0.7647058823529411
18.tif,NC,NC4911,565,257,3,3,2.5,6.2426406145095825,1.0,0.2777777777777778,1.0
18.tif,NC,NC4912,478,257,8,14,66.0,34.14213526248932,0.5714285714285714,0.5892857142857143,0.9295774647887324
18.tif,NC,NC4913,674,256,7,6,15.0,17.313708305358887,1.1666666666666667,0.35714285714285715,0.8571428571428571
18.tif,NC,NC4914,461,255,8,7,28.5,20.727921724319458,1.1428571428571428,0.5089285714285714,0.9827586206896551
18.tif,NC,NC4915,690,252,5,6,15.5,15.071067690849304,0.8333333333333334,0.5166666666666667,0.96875
18.tif,NC,NC4916,551,252,13,8,41.5,34.38477599620819,1.625,0.39903846153846156,0.7685185185185185
18.tif,NC,NC4917,723,250,6,11,21.0,26.485281229019165,0.5454545454545454,0.3181818181818182,0.7
18.tif,NC,NC4918,438,250,2,3,2.0,6.0,0.6666666666666666,0.3333333333333333,1.0
18.tif,NC,NC4919,481,249,9,6,18.0,22.485281229019165,1.5,0.3333333333333333,0.75
18.tif,NC,NC4920,880,247,7,9,30.0,22.14213538169861,0.7777777777777778,0.47619047619047616,0.9230769230769231
18.tif,NC,NC4921,657,247,16,17,71.0,52.28427052497864,0.9411764705882353,0.2610294117647059,0.6255506607929515
18.tif,NC,NC4922,550,245,6,5,11.0,14.485281229019165,1.2,0.36666666666666664,0.8461538461538461
18.tif,NC,NC4923,540,244,5,8,17.0,22.485281229019165,0.625,0.425,0.7391304347826086
18.tif,NC,NC4924,519,244,13,9,51.0,32.97056233882904,1.4444444444444444,0.4358974358974359,0.8793103448275862
18.tif,NC,NC4925,585,243,6,6,10.5,15.899494647979736,1.0,0.2916666666666667,0.75
18.tif,NC,NC4926,470,242,10,9,36.0,29.313708305358887,1.1111111111111112,0.4,0.8372093023255814
18.tif,NC,NC4927,159,242,5,5,11.0,12.485281229019165,1.0,0.44,1.0
18.tif,NC,NC4928,171,241,3,3,3.5,7.414213538169861,1.0,0.3888888888888889,1.0
18.tif,NC,NC4929,829,240,7,7,27.5,19.899494767189026,1.0,0.5612244897959183,0.9649122807017544
18.tif,NC,NC4930,817,240,4,4,6.0,9.656854152679443,1.0,0.375,1.0
18.tif,NC,NC4931,563,238,16,8,57.5,37.55634880065918,2.0,0.44921875,0.8333333333333334
18.tif,NC,NC4932,444,238,14,20,98.5,68.66904675960541,0.7,0.3517857142857143,0.6061538461538462
18.tif,NC,NC4933,495,236,25,13,136.0,71.25483334064484,1.9230769230769231,0.41846153846153844,0.6650366748166259
18.tif,NC,NC4934,479,235,1,1,0.0,0.0,1.0,0.0,0
18.tif,NC,NC4935,998,233,1,1,0.0,0.0,1.0,0.0,0
18.tif,NC,NC4936,88,231,2,1,0.0,2.0,2.0,0.0,0
18.tif,NC,NC4937,298,230,6,5,14.0,14.485281229019165,1.2,0.4666666666666667,0.9655172413793104
18.tif,NC,NC4938,258,230,5,5,6.5,13.071067690849304,1.0,0.26,0.8125
18.tif,NC,NC4939,212,230,6,5,13.5,13.899494767189026,1.2,0.45,1.0
18.tif,NC,NC4940,686,229,3,3,3.5,7.414213538169861,1.0,0.3888888888888889,1.0
18.tif,NC,NC4941,671,229,3,2,2.0,6.0,1.5,0.3333333333333333,1.0
18.tif,NC,NC4942,453,229,4,3,3.5,8.242640614509583,1.3333333333333333,0.2916666666666667,0.875
18.tif,C,C760,600,226,53,80,2548.5,282.4924211502075,0.6625,0.601061320754717,0.7982772122161316
18.tif,NC,NC4943,573,226,8,6,24.5,19.899494647979736,1.3333333333333333,0.5104166666666666,0.9607843137254902
18.tif,NC,NC4944,466,226,11,6,29.5,24.727921843528748,1.8333333333333333,0.44696969696969696,0.8805970149253731
18.tif,NC,NC4945,350,226,79,82,4948.0,264.93607234954834,0.9634146341463414,0.7638159925903056,0.9845786488906576
18.tif,NC,NC4946,883,224,6,6,16.5,15.899494767189026,1.0,0.4583333333333333,0.9428571428571428
18.tif,NC,NC4947,589,224,10,14,57.0,35.79898953437805,0.7142857142857143,0.40714285714285714,0.8769230769230769
18.tif,NC,NC4948,442,224,6,9,23.5,23.071067690849304,0.6666666666666666,0.4351851851851852,0.8545454545454545
18.tif,NC,NC4949,734,223,2,3,2.0,6.0,0.6666666666666666,0.3333333333333333,1.0
18.tif,NC,NC4950,541,223,15,12,49.0,42.62741661071777,1.25,0.2722222222222222,0.6242038216560509
18.tif,NC,NC4951,63,223,4,3,5.0,8.828427076339722,1.3333333333333333,0.4166666666666667,1.0
18.tif,NC,NC4952,514,222,6,6,20.0,17.656854152679443,1.0,0.5555555555555556,0.9523809523809523
18.tif,NC,NC4953,490,222,5,5,9.5,13.071067690849304,1.0,0.38,0.8636363636363636
18.tif,NC,NC4954,156,222,5,4,10.5,12.242640614509583,1.25,0.525,1.0
18.tif,NC,NC4955,0,221,2,3,1.5,5.414213538169861,0.6666666666666666,0.25,1.0
18.tif,NC,NC4956,530,217,10,9,37.5,26.38477599620819,1.1111111111111112,0.4166666666666667,0.9036144578313253
18.tif,NC,NC4957,674,216,3,3,2.0,6.828427076339722,1.0,0.2222222222222222,0.8
18.tif,NC,NC4958,579,215,11,8,51.5,28.727921843528748,1.375,0.5852272727272727,0.9363636363636364
18.tif,C,C761,701,214,24,43,491.0,115.74011409282684,0.5581395348837209,0.4757751937984496,0.8156146179401993
18.tif,NC,NC4959,804,213,3,4,4.5,9.41421353816986,0.75,0.375,0.9
18.tif,NC,NC4960,15,212,8,7,32.0,21.313708066940308,1.1428571428571428,0.5714285714285714,1.0
18.tif,NC,NC4961,734,211,1,2,0.0,2.0,0.5,0.0,0
18.tif,NC,NC4962,545,211,16,7,42.0,39.79898953437805,2.2857142857142856,0.375,0.6511627906976745
18.tif,NC,NC4963,483,209,10,7,31.5,23.55634903907776,1.4285714285714286,0.45,0.984375
18.tif,NC,NC4964,462,209,4,4,7.5,10.242640614509583,1.0,0.46875,1.0
18.tif,NC,NC4965,429,209,8,6,18.0,21.313708305358887,1.3333333333333333,0.375,0.782608695652174
18.tif,NC,NC4966,525,208,4,4,6.0,10.828427076339722,1.0,0.375,0.8571428571428571
18.tif,NC,NC4967,247,208,5,5,14.0,13.656854152679443,1.0,0.56,1.0
18.tif,NC,NC4968,503,207,8,12,49.5,32.38477599620819,0.6666666666666666,0.515625,0.8608695652173913
18.tif,NC,NC4969,607,206,6,5,17.0,15.656854152679443,1.2,0.5666666666666667,0.9714285714285714
18.tif,NC,NC4970,311,205,6,3,6.0,11.656854152679443,2.0,0.3333333333333333,0.9230769230769231
18.tif,NC,NC4971,751,204,6,7,23.5,17.899494767189026,0.8571428571428571,0.5595238095238095,1.0
18.tif,NC,NC4972,589,204,3,2,1.5,5.414213538169861,1.5,0.25,1.0
18.tif,NC,NC4973,452,203,4,5,10.5,12.242640614509583,0.8,0.525,1.0
18.tif,NC,NC4974,568,202,9,15,41.5,36.38477599620819,0.6,0.3074074074074074,0.7410714285714286
18.tif,NC,NC4975,730,201,4,4,8.0,10.828427076339722,1.0,0.5,1.0
18.tif,NC,NC4976,820,200,3,4,5.0,8.828427076339722,0.75,0.4166666666666667,1.0
18.tif,NC,NC4977,133,200,6,5,16.0,15.656854152679443,1.2,0.5333333333333333,0.9696969696969697
18.tif,NC,NC4978,50,200,4,5,9.5,12.242640614509583,0.8,0.475,1.0
18.tif,NC,NC4979,555,199,7,6,22.0,17.313708305358887,1.1666666666666667,0.5238095238095238,1.0
18.tif,NC,NC4980,840,198,7,7,30.0,20.485281229019165,1.0,0.6122448979591837,0.9836065573770492
18.tif,NC,NC4981,582,197,4,4,8.0,12.828427076339722,1.0,0.5,0.8888888888888888
18.tif,NC,NC4982,541,197,7,9,35.0,23.313708186149597,0.7777777777777778,0.5555555555555556,0.9859154929577465
18.tif,NC,NC4983,324,197,10,10,26.5,29.213202953338623,1.0,0.265,0.803030303030303
18.tif,NC,NC4984,593,196,1,2,0.0,2.0,0.5,0.0,0
18.tif,NC,NC4985,305,196,6,7,19.5,17.899494647979736,0.8571428571428571,0.4642857142857143,0.9512195121951219
18.tif,NC,NC4986,219,195,5,4,8.5,11.071067690849304,1.25,0.425,1.0
18.tif,NC,NC4987,194,195,5,5,11.5,13.071067690849304,1.0,0.46,0.9583333333333334
18.tif,NC,NC4988,95,195,2,1,0.0,2.0,2.0,0.0,0
18.tif,NC,NC4989,527,194,1,1,0.0,0.0,1.0,0.0,0
18.tif,NC,NC4990,422,194,6,6,18.0,16.485281229019165,1.0,0.5,0.9473684210526315
18.tif,NC,NC4991,469,193,4,4,6.0,10.828427076339722,1.0,0.375,0.9230769230769231
18.tif,NC,NC4992,321,192,3,3,2.0,6.828427076339722,1.0,0.2222222222222222,0.8
18.tif,NC,NC4993,482,191,4,4,7.0,10.828427076339722,1.0,0.4375,1.0
18.tif,NC,NC4994,528,190,3,3,0.0,5.656854152679443,1.0,0.0,0
18.tif,NC,NC4995,571,189,1,1,0.0,0.0,1.0,0.0,0
18.tif,NC,NC4996,764,185,5,6,13.5,13.899494767189026,0.8333333333333334,0.45,1.0
18.tif,NC,NC4997,407,181,7,8,28.5,20.727921724319458,0.875,0.5089285714285714,0.9661016949152542
18.tif,NC,NC4998,292,179,8,12,45.0,30.14213538169861,0.6666666666666666,0.46875,0.8653846153846154
18.tif,NC,NC4999,367,178,4,4,6.0,9.656854152679443,1.0,0.375,0.9230769230769231
18.tif,NC,NC5000,542,177,2,2,1.0,4.0,1.0,0.25,1.0
18.tif,NC,NC5001,303,177,17,10,44.5,43.69848430156708,1.7,0.26176470588235295,0.6054421768707483
18.tif,NC,NC5002,323,176,11,7,44.0,27.313708305358887,1.5714285714285714,0.5714285714285714,0.9361702127659575
18.tif,NC,NC5003,993,175,3,3,3.0,6.828427076339722,1.0,0.3333333333333333,1.0
18.tif,NC,NC5004,711,175,6,6,18.0,16.485281229019165,1.0,0.5,0.9473684210526315
18.tif,NC,NC5005,942,174,3,4,5.5,9.41421353816986,0.75,0.4583333333333333,1.0
18.tif,NC,NC5006,499,173,6,6,16.0,15.313708186149597,1.0,0.4444444444444444,1.0
18.tif,NC,NC5007,573,171,7,8,25.0,20.14213526248932,0.875,0.44642857142857145,0.9259259259259259
18.tif,NC,NC5008,559,171,9,8,17.0,26.97056233882904,1.125,0.2361111111111111,0.6538461538461539
18.tif,NC,NC5009,457,171,6,10,33.5,24.727921843528748,0.6,0.5583333333333333,0.9305555555555556
18.tif,NC,NC5010,484,170,3,3,3.0,6.828427076339722,1.0,0.3333333333333333,1.0
18.tif,NC,NC5011,49,170,3,1,0.0,4.0,3.0,0.0,0
18.tif,NC,NC5012,560,169,1,1,0.0,0.0,1.0,0.0,0
18.tif,NC,NC5013,640,168,7,8,29.5,20.727921843528748,0.875,0.5267857142857143,0.9672131147540983
18.tif,NC,NC5014,321,165,10,5,22.5,24.727921843528748,2.0,0.45,0.8181818181818182
18.tif,NC,NC5015,574,164,4,4,8.0,10.828427076339722,1.0,0.5,1.0
18.tif,NC,NC5016,336,164,17,35,212.0,92.76955187320709,0.4857142857142857,0.3563025210084034,0.6503067484662577
18.tif,NC,NC5017,960,163,4,4,8.0,10.828427076339722,1.0,0.5,1.0
18.tif,NC,NC5018,590,163,6,8,28.5,19.899494767189026,0.75,0.59375,1.0
18.tif,NC,NC5019,300,161,11,12,59.5,33.21320295333862,0.9166666666666666,0.45075757575757575,0.9153846153846154
18.tif,NC,NC5020,332,160,4,5,9.5,12.242640614509583,0.8,0.475,0.95
18.tif,NC,NC5021,854,159,4,4,8.0,10.828427076339722,1.0,0.5,1.0
18.tif,NC,NC5022,548,158,4,1,0.0,6.0,4.0,0.0,0
18.tif,NC,NC5023,660,156,6,7,24.0,18.485281229019165,0.8571428571428571,0.5714285714285714,0.9795918367346939
18.tif,NC,NC5024,495,153,2,1,0.0,2.0,2.0,0.0,0
18.tif,NC,NC5025,565,152,1,2,0.0,2.0,0.5,0.0,0
18.tif,NC,NC5026,288,150,7,7,25.5,18.727921724319458,1.0,0.5204081632653061,1.0
18.tif,NC,NC5027,307,149,20,11,70.0,59.455843567848206,1.8181818181818181,0.3181818181818182,0.5932203389830508
18.tif,NC,NC5028,621,147,4,4,7.0,9.656854152679443,1.0,0.4375,1.0
18.tif,NC,NC5029,404,146,4,4,7.0,10.828427076339722,1.0,0.4375,0.9333333333333333
18.tif,NC,NC5030,581,145,4,4,6.0,9.656854152679443,1.0,0.375,0.9230769230769231
18.tif,NC,NC5031,180,144,4,5,10.5,12.242640614509583,0.8,0.525,1.0
18.tif,NC,NC5032,679,143,5,6,17.0,15.656854152679443,0.8333333333333334,0.5666666666666667,1.0
18.tif,NC,NC5033,338,136,3,4,5.5,9.41421353816986,0.75,0.4583333333333333,1.0
18.tif,NC,NC5034,152,136,2,1,0.0,2.0,2.0,0.0,0
18.tif,NC,NC5035,636,135,4,4,6.5,10.242640614509583,1.0,0.40625,0.9285714285714286
18.tif,NC,NC5036,843,134,5,5,14.0,13.656854152679443,1.0,0.56,1.0
18.tif,NC,NC5037,54,134,1,3,0.0,4.0,0.3333333333333333,0.0,0
18.tif,NC,NC5038,455,127,4,2,2.5,7.414213538169861,2.0,0.3125,1.0
18.tif,NC,NC5039,692,126,8,9,33.5,22.384775519371033,0.8888888888888888,0.4652777777777778,0.9852941176470589
18.tif,NC,NC5040,248,126,4,5,9.0,11.656854152679443,0.8,0.45,0.9473684210526315
18.tif,NC,NC5041,431,123,7,4,9.5,17.071067690849304,1.75,0.3392857142857143,0.7307692307692307
18.tif,NC,NC5042,338,123,3,1,0.0,4.0,3.0,0.0,0
18.tif,NC,NC5043,661,121,5,5,11.0,12.485281229019165,1.0,0.44,1.0
18.tif,NC,NC5044,992,119,4,5,10.0,11.656854152679443,0.8,0.5,1.0
18.tif,NC,NC5045,927,119,3,2,0.0,4.828427076339722,1.5,0.0,0.0
18.tif,NC,NC5046,614,114,2,3,2.0,6.0,0.6666666666666666,0.3333333333333333,1.0
18.tif,NC,NC5047,421,114,5,5,13.0,13.656854152679443,1.0,0.52,0.9629629629629629
18.tif,NC,NC5048,19,110,5,5,10.5,13.071067690849304,1.0,0.42,0.9130434782608695
18.tif,NC,NC5049,540,109,9,15,68.0,36.627416372299194,0.6,0.5037037037037037,0.8831168831168831
18.tif,NC,NC5050,390,106,3,4,3.5,8.242640614509583,0.75,0.2916666666666667,0.875
18.tif,NC,NC5051,727,104,4,5,10.0,11.656854152679443,0.8,0.5,1.0
18.tif,NC,NC5052,151,104,6,7,24.0,18.485281229019165,0.8571428571428571,0.5714285714285714,0.9795918367346939
18.tif,NC,NC5053,843,102,6,6,22.0,17.656854152679443,1.0,0.6111111111111112,1.0
18.tif,NC,NC5054,284,101,4,4,7.5,10.242640614509583,1.0,0.46875,1.0
18.tif,NC,NC5055,928,100,4,5,9.0,11.656854152679443,0.8,0.45,0.9473684210526315
18.tif,NC,NC5056,71,100,6,6,20.5,17.071067690849304,1.0,0.5694444444444444,0.9761904761904762
18.tif,NC,NC5057,505,95,8,7,28.0,21.313708305358887,1.1428571428571428,0.5,0.9032258064516129
18.tif,NC,NC5058,153,87,6,5,17.0,15.656854152679443,1.2,0.5666666666666667,1.0
18.tif,NC,NC5059,116,87,11,13,40.5,36.3847758769989,0.8461538461538461,0.28321678321678323,0.6639344262295082
18.tif,NC,NC5060,24,79,5,5,13.0,13.656854152679443,1.0,0.52,0.9629629629629629
18.tif,NC,NC5061,580,74,6,5,12.5,13.899494647979736,1.2,0.4166666666666667,1.0
18.tif,NC,NC5062,128,74,3,4,4.0,8.828427076339722,0.75,0.3333333333333333,0.8888888888888888
18.tif,NC,NC5063,829,71,10,11,71.0,32.14213538169861,0.9090909090909091,0.6454545454545455,0.9659863945578231
18.tif,NC,NC5064,592,68,5,6,13.5,15.071067690849304,0.8333333333333334,0.45,0.9
18.tif,NC,NC5065,105,67,5,4,10.0,11.656854152679443,1.25,0.5,1.0
18.tif,NC,NC5066,820,65,5,5,12.5,14.242640614509583,1.0,0.5,0.9615384615384616
18.tif,NC,NC5067,618,65,6,6,19.5,17.071067690849304,1.0,0.5416666666666666,0.9512195121951219
18.tif,NC,NC5068,533,62,4,4,7.5,10.242640614509583,1.0,0.46875,1.0
18.tif,NC,NC5069,952,61,3,1,0.0,4.0,3.0,0.0,0
18.tif,NC,NC5070,453,61,1,1,0.0,0.0,1.0,0.0,0
18.tif,NC,NC5071,900,59,6,6,19.0,16.485281229019165,1.0,0.5277777777777778,0.9743589743589743
18.tif,NC,NC5072,845,59,21,20,153.5,69.35533845424652,1.05,0.36547619047619045,0.6382536382536382
18.tif,NC,NC5073,711,59,5,5,11.0,12.485281229019165,1.0,0.44,1.0
18.tif,NC,NC5074,798,57,6,6,19.5,17.071067690849304,1.0,0.5416666666666666,0.9512195121951219
18.tif,NC,NC5075,845,54,5,4,9.0,11.656854152679443,1.25,0.45,0.9473684210526315
18.tif,NC,NC5076,643,54,7,6,19.0,17.313708305358887,1.1666666666666667,0.4523809523809524,0.926829268292683
18.tif,NC,NC5077,579,52,5,6,12.0,14.485281229019165,0.8333333333333334,0.4,0.8888888888888888
18.tif,NC,NC5078,733,51,4,4,6.0,9.656854152679443,1.0,0.375,1.0
18.tif,NC,NC5079,457,50,4,4,8.0,10.828427076339722,1.0,0.5,1.0
18.tif,NC,NC5080,869,47,5,6,9.5,15.071067690849304,0.8333333333333334,0.31666666666666665,0.8636363636363636
18.tif,NC,NC5081,511,47,6,6,17.0,15.313708305358887,1.0,0.4722222222222222,1.0
18.tif,NC,NC5082,97,44,1,2,0.0,2.0,0.5,0.0,0
18.tif,NC,NC5083,825,42,8,12,49.0,30.97056233882904,0.6666666666666666,0.5104166666666666,0.8828828828828829
18.tif,NC,NC5084,711,42,6,6,19.0,16.485281229019165,1.0,0.5277777777777778,0.9743589743589743
18.tif,NC,NC5085,121,41,5,6,15.5,15.071067690849304,0.8333333333333334,0.5166666666666667,0.96875
